id	N	mean	sd	se	sentence	task	reference
AC-01-R0208	17	5.176470588	1.704233483	0.413337333	Sono i consulenti che gli amministratori hanno offeso nella sala conferenze.	acceptability	chesi_canal_2019
AC-01-R0209	14	5.928571429	0.916874768	0.245045089	I dipendenti scioperavano sempre se io imponevo turni di lavoro più lunghi.	acceptability	mancini_etal_2018
AC-01-R0210	18	3.777777778	1.864704851	0.439515148	Secondo te hanno dipinto i pittori il panorama?	acceptability	greco_etal_2020
AC-01-R0211	85	4.470588235	1.973564791	0.214063157	Cosa credi che il giornalista ha scritto in un pomeriggio?	acceptability	villata_etal_2015
AC-01-R0212	10	3.7	1.567021236	0.495535625	Secondo te hanno accordato gli specialisti lo strumento?	acceptability	greco_etal_2020
AC-01-R0213	12	6.166666667	1.029857301	0.297294195	Mentre il bambino dormiva lui puliva la cucina.	acceptability	mancini_etal_2018
AC-01-R0214	17	5.058823529	1.951620744	0.473337557	Siete voi banchieri che i funzionari hanno lodato davanti alla folla.	acceptability	chesi_canal_2019
AC-01-R0215	18	5.555555556	1.616904167	0.381107967	Secondo te hanno cinguettato gli uccelli?	acceptability	greco_etal_2020
AC-01-R0216	17	4	1.767766953	0.428746463	Hanno brucato le capre l'erba.	acceptability	greco_etal_2020
AC-01-R0217	14	1.714285714	1.204387583	0.321886121	Quando la ragazza spendeva troppo lui coprivano le sue spese.	acceptability	mancini_etal_2018
AC-01-R0218	11	6.181818182	1.167748416	0.352089395	Gli stravolgimenti della strategia sono la giustificazione della ritirata.	acceptability	greco_etal_2020
AC-01-R0219	17	5.588235294	1.460257834	0.354164546	Sono bastate le provviste.	acceptability	greco_etal_2020
AC-01-R0220	16	6.1875	1.046820583	0.261705146	Secondo te i pittori hanno dipinto il panorama?	acceptability	greco_etal_2020
AC-01-R0221	28	4.928571429	1.698115981	0.320913756	Sono gli inquilini che i locatori hanno disapprovato durante la riunione di condominio.	acceptability	chesi_canal_2019
AC-01-R0222	14	1.714285714	0.913873533	0.244242976	Nel corso dell'anno tu prevedevate molte sconfitte per la Fiorentina.	acceptability	mancini_etal_2018
AC-01-R0223	14	5.714285714	1.489892687	0.39819057	Anche se era successo molto tempo fa loro ricordavano quel giorno con chiarezza.	acceptability	mancini_etal_2018
AC-01-R0224	11	3	1.549193338	0.467099366	Secondo te hanno coperto le lenzuola il divano?	acceptability	greco_etal_2020
AC-01-R0225	16	6.625	0.806225775	0.201556444	Secondo te gli elicotteri sono atterrati?	acceptability	greco_etal_2020
AC-01-R0226	18	6.722222222	0.751903902	0.177225449	Le foglie sono ingiallite.	acceptability	greco_etal_2020
AC-01-R0227	18	6.166666667	1.382665797	0.325897454	Secondo te le foto del muro sono la causa della rivolta?	acceptability	greco_etal_2020
AC-01-R0228	10	4	1.699673171	0.53748385	Hanno traslocato i vicini.	acceptability	greco_etal_2020
AC-01-R0229	12	1.416666667	0.668557923	0.192996049	Se il treno non arrivava lui saltavano la prima parte dello spettacolo.	acceptability	mancini_etal_2018
AC-01-R0230	17	5.529411765	1.58578242	0.38460873	Sono i ballerini che voi coreografi avete ringraziato alla prima dello spettacolo.	acceptability	chesi_canal_2019
AC-01-R0231	17	2.705882353	1.794599742	0.43525437	Siete voi camerieri che voi cassieri avete rimproverato dopo la chiusura del ristorante.	acceptability	chesi_canal_2019
AC-01-R0232	17	6.470588235	1.007326105	0.244312467	Secondo te i tifosi hanno esultato?	acceptability	greco_etal_2020
AC-01-R0233	12	6.5	0.674199862	0.194624736	Quando il tempo non era bello lui annullava tutte le immersioni.	acceptability	mancini_etal_2018
AC-01-R0234	14	5.071428571	1.940035119	0.518496195	Quando ne avevamo bisogno noi organizzavamo sempre dei corsi per stranieri.	acceptability	mancini_etal_2018
AC-01-R0235	11	3.636363636	1.566698904	0.472377493	Hanno rinfrescato i ventilatori la stanza.	acceptability	greco_etal_2020
AC-01-R0236	28	5.678571429	1.415615857	0.267526251	Siete voi politici che i sindacalisti hanno criticato alla manifestazione in piazza.	acceptability	chesi_canal_2019
AC-01-R0237	10	6.1	0.994428926	0.314466038	I racconti dell'epidemia sono l'ispirazione del film.	acceptability	greco_etal_2020
AC-01-R0238	14	4.214285714	1.928673176	0.515459588	Quando il tassista ritardava anche soltanto cinque minuti loro perdevano il treno.	acceptability	mancini_etal_2018
AC-01-R0239	14	1.714285714	0.994490316	0.265788717	Si vociferava che tu affidavate molte responsabilità al nuovo arrivato.	acceptability	mancini_etal_2018
AC-01-R0240	18	6.222222222	0.878203752	0.206994609	Se si verificava una perdita di acqua tu fermavi ogni volta il depuratore.	acceptability	mancini_etal_2018
AC-01-R0241	28	5	1.885618083	0.356348323	Sono i violinisti che i pianisti hanno accompagnato durante tutto il concerto.	acceptability	chesi_canal_2019
AC-01-R0242	12	1.583333333	1.083624669	0.312815497	Tutte le domeniche durante la messa loro eseguiva un pezzo al pianoforte.	acceptability	mancini_etal_2018
AC-01-R0243	18	1.444444444	0.783823376	0.184748942	Ogni giorno insieme al falegname lui limavano delle assi di legno.	acceptability	mancini_etal_2018
AC-01-R0244	14	6.357142857	0.928782732	0.248227626	Di solito nel secondo semestre loro seguivano il corso di storia.	acceptability	mancini_etal_2018
AC-01-R0245	14	1.785714286	1.368804724	0.365828451	Durante la partita della nazionale tu indossavate la maglia azzurra.	acceptability	mancini_etal_2018
AC-01-R0246	85	4.552941176	1.755982172	0.190463008	Chi si chiede quale studente ha risolto questo problema in un'ora?	acceptability	villata_etal_2015
AC-01-R0247	30	2.533333333	1.569830506	0.286610526	Siete voi marinai che voi passeggeri hanno avvertito prima del naufragio.	acceptability	chesi_canal_2019
AC-01-R0248	17	3.176470588	1.975958442	0.479240316	Siete voi giardinieri che voi decoratori avete supportato per la sistemazione del cortile.	acceptability	chesi_canal_2019
AC-01-R0249	11	6.545454545	1.507556723	0.454545455	Secondo te i vicini hanno traslocato?	acceptability	greco_etal_2020
AC-01-R0250	12	4.416666667	1.928651594	0.556753758	Quando il tassista ritardava anche soltanto cinque minuti noi perdevamo il treno.	acceptability	mancini_etal_2018
AC-01-R0251	16	6.4375	0.892094913	0.223023728	Secondo te le galline sono scomparse?	acceptability	greco_etal_2020
AC-01-R0252	30	2.966666667	2.008316044	0.366666667	Siete voi testimoni che voi imputati avete screditato durante tutto il processo.	acceptability	chesi_canal_2019
AC-01-R0253	11	7	0	0	I negozianti hanno abbassato il prezzo.	acceptability	greco_etal_2020
AC-01-R0254	85	1.952941176	1.27153715	0.137917568	Cosa non sai chi ha preparato la scorsa settimana?	acceptability	villata_etal_2015
AC-01-R0255	12	6.333333333	0.887625365	0.256235372	Anche senza supporto popolare lui proseguiva la lotta alla mafia.	acceptability	mancini_etal_2018
AC-01-R0256	17	7	0	0	I giudici sono impazziti.	acceptability	greco_etal_2020
AC-01-R0257	18	5.166666667	1.886484437	0.444648646	Secondo te gli stravolgimenti della strategia sono la giustificazione della ritirata?	acceptability	greco_etal_2020
AC-01-R0258	10	6.8	0.632455532	0.2	I pittori hanno dipinto il panorama.	acceptability	greco_etal_2020
AC-01-R0259	10	3.9	1.791957341	0.566666667	Secondo te hanno svolto i computer il calcolo?	acceptability	greco_etal_2020
AC-01-R0260	12	1.916666667	1.240112409	0.357989617	I dipendenti scioperavano sempre se loro imponeva turni di lavoro più lunghi.	acceptability	mancini_etal_2018
AC-01-R0261	12	5.666666667	1.556997888	0.449466575	Quando la ragazza spendeva troppo loro coprivano le sue spese.	acceptability	mancini_etal_2018
AC-01-R0262	11	6.454545455	0.687551651	0.207304623	Sono crollate le mura.	acceptability	greco_etal_2020
AC-01-R0263	11	5.454545455	1.293339581	0.389956556	Sono soddisfatti i clienti.	acceptability	greco_etal_2020
AC-01-R0264	18	5.555555556	1.247219129	0.293972368	Da un po' di tempo lui considerava il comunismo ormai morto.	acceptability	mancini_etal_2018
AC-01-R0265	17	6.352941176	1.32009358	0.320169721	Le ostentazioni del potere sono la minaccia della società.	acceptability	greco_etal_2020
AC-01-R0266	11	5.363636364	1.120064933	0.337712284	Hanno starnutito i malati.	acceptability	greco_etal_2020
AC-01-R0267	18	3.055555556	1.433720878	0.337931252	Secondo te hanno riempito i mobili la stanza?	acceptability	greco_etal_2020
AC-01-R0268	12	6.416666667	0.668557923	0.192996049	Mentre il pubblico applaudiva lui continuava a gioire di tanto successo.	acceptability	mancini_etal_2018
AC-01-R0269	18	1.5	0.785905248	0.185239643	Alla cena di Natale noi annunciavo il matrimonio.	acceptability	mancini_etal_2018
AC-01-R0270	10	6.1	1.100504935	0.348010217	Secondo te sono lievitati i debiti?	acceptability	greco_etal_2020
AC-01-R0271	10	4.9	2.024845673	0.640312424	Hanno protestato i negozianti.	acceptability	greco_etal_2020
AC-01-R0272	11	2.909090909	1.445997611	0.435984684	Hanno scaldato i fuochi l'accampamento.	acceptability	greco_etal_2020
AC-01-R0273	18	4.611111111	1.539246909	0.362803976	Secondo te le vedute della piazza sono il riflesso del consenso?	acceptability	greco_etal_2020
AC-01-R0274	14	5.571428571	1.222499691	0.326726786	Prima di uscire di casa la sera loro bevevano sempre una birra.	acceptability	mancini_etal_2018
AC-01-R0275	12	1.583333333	0.99620492	0.287579589	Per concimare il terreno io utilizzavamo un prodotto biologico.	acceptability	mancini_etal_2018
AC-01-R0276	12	5.833333333	1.267304465	0.365839287	Prima di andare a lavorare loro lasciavano il bambino dalla nonna.	acceptability	mancini_etal_2018
AC-01-R0277	14	6.714285714	0.468807231	0.125294003	Durante i periodi di stress io ritrovavo la tranquillità solo in montagna.	acceptability	mancini_etal_2018
AC-01-R0278	11	3.272727273	2.101947149	0.633760911	Secondo te la rivelazione della manifestazione sono le esecuzioni del concerto?	acceptability	greco_etal_2020
AC-01-R0279	17	5.764705882	1.251469724	0.303525992	Sono dimagrite le ragazze.	acceptability	greco_etal_2020
AC-01-R0280	11	6.818181818	0.404519917	0.121967344	Le cantanti hanno stonato.	acceptability	greco_etal_2020
AC-01-R0281	17	5.117647059	2.204607475	0.534695852	Secondo te le fortificazioni del palazzo sono il limite del latifondo?	acceptability	greco_etal_2020
AC-01-R0282	85	4.576470588	1.904733893	0.206597398	Cosa credi che ha preparato la scorsa settimana?	acceptability	villata_etal_2015
AC-01-R0283	17	4.294117647	1.649420576	0.40004325	Secondo te la conclusione della festa sono i racconti del viaggio?	acceptability	greco_etal_2020
AC-01-R0284	85	4.2	2.028370211	0.220007639	Quale edificio credi che ha costruito negli anni Sessanta?	acceptability	villata_etal_2015
AC-01-R0285	16	6.6875	0.793200269	0.198300067	Secondo te i cani hanno abbaiato?	acceptability	greco_etal_2020
AC-01-R0286	30	5.433333333	1.675036455	0.305818417	Sono gli idraulici che voi elettricisti avete visto nella casa in ristrutturazione.	acceptability	chesi_canal_2019
AC-01-R0287	12	1.416666667	0.900336637	0.2599048	Se si verificava una perdita di acqua lui fermavano ogni volta il depuratore.	acceptability	mancini_etal_2018
AC-01-R0288	17	3.588235294	1.804813825	0.437731649	Secondo te hanno costruito i falegnami il tavolo?	acceptability	greco_etal_2020
AC-01-R0289	11	5.545454545	1.634847783	0.492925153	Secondo te le verifiche del danno sono il presupposto della sentenza?	acceptability	greco_etal_2020
AC-01-R0290	14	1.714285714	1.325987088	0.354384956	Tutti sanno che tu cantavate i salmi in chiesa.	acceptability	mancini_etal_2018
AC-01-R0291	16	6.625	0.806225775	0.201556444	Secondo te i cuochi hanno letto la ricetta?	acceptability	greco_etal_2020
AC-01-R0292	14	4.214285714	1.847183779	0.493680631	Quando gli idraulici avevano sostituito i tubi noi riparavamo il lavello.	acceptability	mancini_etal_2018
AC-01-R0293	12	1.75	1.055289706	0.304635898	Ogni anno loro sprecava tonnellate di carta per fare fotocopie.	acceptability	mancini_etal_2018
AC-01-R0294	17	6.058823529	1.519481336	0.368528355	Gli strappi della bandiera sono la dimostrazione della sconfitta.	acceptability	greco_etal_2020
AC-01-R0295	12	1.583333333	0.99620492	0.287579589	Quando ne avevamo bisogno lui organizzavano sempre dei corsi per stranieri.	acceptability	mancini_etal_2018
AC-01-R0296	18	5.611111111	1.144752164	0.269820673	Dicono che in passato loro rifiutavano sempre il sostegno degli altri.	acceptability	mancini_etal_2018
AC-01-R0297	85	5.635294118	1.334943006	0.144794899	Quale collega sa chi ha scritto questo articolo in un pomeriggio?	acceptability	villata_etal_2015
AC-01-R0298	12	6.083333333	1.164500153	0.336162238	Il falegname è arrivato mentre io montavo la mensola.	acceptability	mancini_etal_2018
AC-01-R0299	11	6.818181818	0.404519917	0.121967344	I turisti hanno sorriso.	acceptability	greco_etal_2020
AC-01-R0300	10	5.3	1.418136492	0.448454135	Sono i custodi che voi postini avete interpellato per aprire la cassetta.	acceptability	chesi_canal_2019
AC-01-R0301	14	6.785714286	0.425815314	0.11380393	Per concimare il terreno lui utilizzava un prodotto biologico.	acceptability	mancini_etal_2018
AC-01-R0302	11	7	0	0	Gli autobus sono partiti.	acceptability	greco_etal_2020
AC-01-R0303	11	3.909090909	2.071450963	0.624565965	Secondo te il connotato della dittatura sono le manipolazioni della votazione?	acceptability	greco_etal_2020
AC-01-R0304	12	5.25	1.602554779	0.462617716	Prima di spegnere il computer io salvavo tutto sul server.	acceptability	mancini_etal_2018
AC-01-R0305	18	5.722222222	1.808657466	0.426304653	Quando il bambino non arrivava lui informava i genitori.	acceptability	mancini_etal_2018
AC-01-R0306	18	6.166666667	0.923548145	0.217682385	Se i medicinali davano effetti collaterali voi sospendevate subito il trattamento.	acceptability	mancini_etal_2018
AC-01-R0307	18	3.833333333	1.886484437	0.444648646	Secondo te hanno letto i cuochi la ricetta?	acceptability	greco_etal_2020
AC-01-R0308	14	1.714285714	1.204387583	0.321886121	Prima che il presidente andasse in pensione voi ottenevi dei vantaggi.	acceptability	mancini_etal_2018
AC-01-R0309	18	6.055555556	0.872604096	0.205674758	Quando il dipartimento concedeva dei fondi tu spendevi tutti i soldi in trasferte.	acceptability	mancini_etal_2018
AC-01-R0310	18	6.388888889	1.243282604	0.29304452	Durante la stagione fredda lui curava sempre il raffreddore con i rimedi naturali.	acceptability	mancini_etal_2018
AC-01-R0311	17	5.823529412	2.007339474	0.486851334	I treni sono deragliati.	acceptability	greco_etal_2020
AC-01-R0312	14	6.142857143	0.949262293	0.253701019	Per produrre questi abiti loro impiegavano solo stoffe di prima qualità.	acceptability	mancini_etal_2018
AC-01-R0313	17	5.470588235	1.662740474	0.4032738	Sono i giocatori che voi allenatori avete incolpato per l'esito della partita.	acceptability	chesi_canal_2019
AC-01-R0314	16	4.875	1.408308678	0.35207717	Hanno gareggiato le ginnaste.	acceptability	greco_etal_2020
AC-01-R0315	11	6	1.414213562	0.426401433	Secondo te le mamme hanno guidato la macchina?	acceptability	greco_etal_2020
AC-01-R0316	10	4.9	1.91195072	0.604611905	Sono i tirocinanti che gli stagisti hanno interrogato dopo la visita in azienda.	acceptability	chesi_canal_2019
AC-01-R0317	17	6.470588235	0.943242218	0.228769841	I cartelli hanno indicato la strada.	acceptability	greco_etal_2020
AC-01-R0318	17	6.647058824	0.785905248	0.190610021	I quadri sono caduti.	acceptability	greco_etal_2020
AC-01-R0319	38	6.763157895	0.489578447	0.079420111	Il presidente della giuria si domanda chi sia il colpevole.	acceptability	greco_etal_2020
AC-01-R0320	17	6.176470588	1.333945938	0.323529412	Secondo te sono salpate le navi?	acceptability	greco_etal_2020
AC-01-R0321	18	6.555555556	0.983524408	0.231818926	Mentre gli invitati giocavano a carte lui suonava il pianoforte.	acceptability	mancini_etal_2018
AC-01-R0322	14	6.714285714	0.468807231	0.125294003	Ogni volta che arrivava il direttore noi cambiavamo umore.	acceptability	mancini_etal_2018
AC-01-R0323	85	1.752941176	1.16400256	0.126253804	Cosa sai quale giornalista ha scritto in un pomeriggio?	acceptability	villata_etal_2015
AC-01-R0324	14	6.571428571	0.513552591	0.137252703	Prima di uscire di casa la sera lui beveva sempre una birra.	acceptability	mancini_etal_2018
AC-01-R0325	85	4.611764706	1.589355347	0.172389792	Chi si chiede chi ha risolto questo problema in un'ora?	acceptability	villata_etal_2015
AC-01-R0326	16	5.6875	1.447699324	0.361924831	Le descrizioni del castello sono l'origine della controversia.	acceptability	greco_etal_2020
AC-01-R0327	10	5.4	1.95505044	0.618241233	La dimostrazione della sconfitta sono gli strappi della bandiera.	acceptability	greco_etal_2020
AC-01-R0328	18	6.444444444	1.041617646	0.245511634	Prima di andare a lavorare lui lasciava il bambino dalla nonna.	acceptability	mancini_etal_2018
